Used config:
{'B': 16,
 'B_seq': 16,
 'D': 128,
 'D_inner': 512,
 'D_k': 16,
 'D_v': 16,
 'H': 8,
 'I': 100,
 'M': 100,
 'N': 900,
 'attn_dropout': 0.1,
 'data_dir': 'data/megapixel_mnist/dsets/megapixel_mnist_1500',
 'dropout': 0.1,
 'eager': True,
 'enc_type': 'resnet18',
 'eps': 1e-06,
 'is_image': True,
 'lr': 0.001,
 'n_chan_in': 1,
 'n_class': 10,
 'n_epoch': 150,
 'n_epoch_warmup': 10,
 'n_res_blocks': 2,
 'n_token': 4,
 'n_worker': 8,
 'patch_size': [50, 50],
 'patch_stride': [50, 50],
 'pin_memory': True,
 'pretrained': False,
 'seed': 0,
 'shuffle': True,
 'shuffle_style': 'batch',
 'tasks': {'task0': {'act_fn': 'softmax',
                     'id': 0,
                     'metric': 'accuracy',
                     'name': 'majority'},
           'task1': {'act_fn': 'softmax',
                     'id': 1,
                     'metric': 'accuracy',
                     'name': 'max'},
           'task2': {'act_fn': 'softmax',
                     'id': 2,
                     'metric': 'accuracy',
                     'name': 'top'},
           'task3': {'act_fn': 'sigmoid',
                     'id': 3,
                     'metric': 'multilabel_accuracy',
                     'name': 'multi'}},
 'track_efficiency': True,
 'track_epoch': 0,
 'use_pos': True,
 'wd': 0.1}
/usr/local/lib/python3.10/dist-packages/torch/nn/modules/conv.py:456: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv2d(input, weight, bias, self.stride,
/usr/local/lib/python3.10/dist-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
time:  373.3329772949219
time:  373.7784423828125
time:  376.563720703125
time:  374.53106689453125
time:  374.64166259765625
time:  375.8970947265625
time:  375.330810546875
time:  375.37176513671875
time:  374.69696044921875
time:  375.4403991699219
time:  374.88433837890625
time:  376.0291748046875
time:  375.6175231933594
time:  374.73895263671875
time:  375.1045227050781
time:  375.4526672363281
time:  376.35992431640625
time:  376.08551025390625
time:  376.6384582519531
time:  375.98309326171875
time:  376.21453857421875
time:  376.268798828125
time:  376.1203308105469
time:  376.59033203125
time:  376.9190368652344
time:  376.12750244140625
time:  376.91802978515625
time:  375.7998046875
time:  375.7096862792969
time:  377.4095458984375
time:  376.2503662109375
time:  376.0824279785156
time:  377.11566162109375
time:  377.1914367675781
time:  377.1125793457031
time:  376.27288818359375
time:  376.95489501953125
time:  376.7193603515625
time:  377.33477783203125
time:  377.90411376953125
time:  377.965576171875
time:  376.48382568359375
time:  377.1125793457031
time:  377.7740783691406
time:  378.0546569824219
time:  376.89447021484375
time:  377.7413024902344
time:  377.923583984375
time:  377.6358337402344
time:  377.5252380371094
time:  377.1903991699219
time:  377.9082336425781
time:  378.287109375
time:  377.59796142578125
time:  378.2266845703125
time:  378.6310729980469
time:  377.5672302246094
time:  379.2680969238281
time:  379.0960693359375
time:  378.07513427734375
time:  378.4181823730469
time:  378.3311462402344
time:  378.90252685546875
time:  378.9956970214844
time:  378.355712890625
time:  378.5379943847656
time:  379.0172119140625
time:  379.2507019042969
time:  379.44012451171875
time:  378.029052734375
time:  379.60601806640625
time:  378.7909240722656
time:  380.0709228515625
time:  380.15692138671875
time:  378.8533630371094
time:  378.61688232421875
time:  380.06170654296875
time:  378.82061767578125
time:  380.5368347167969
time:  379.72174072265625
time:  380.2367858886719
time:  379.46881103515625
time:  379.821044921875
time:  379.94189453125
time:  378.76019287109375
time:  379.7391357421875
time:  379.5251159667969
time:  379.7043151855469
time:  380.04327392578125
time:  379.926513671875
time:  380.7016906738281
time:  380.51226806640625
time:  379.41656494140625
time:  380.2695617675781
time:  380.5829162597656
time:  381.4328308105469
time:  381.1481628417969
time:  380.10675048828125
time:  379.6643981933594
time:  380.8450622558594
time:  380.7354736328125
time:  379.620361328125
time:  380.5870056152344
time:  381.1829833984375
time:  381.0099182128906
time:  381.3007507324219
time:  381.6161193847656
time:  380.0995788574219
time:  379.9767150878906
time:  380.6504821777344
time:  381.9100036621094
time:  380.95361328125
time:  379.54559326171875
time:  380.5542297363281
time:  381.1481628417969
time:  381.1164245605469
time:  381.39801025390625
time:  381.2864074707031
time:  380.5542297363281
time:  379.5660705566406
time:  381.36114501953125
time:  380.4958801269531
time:  379.9214172363281
time:  380.8778381347656
time:  381.949951171875
time:  381.1665954589844
time:  380.97100830078125
time:  381.03448486328125
time:  381.0355224609375
time:  379.66949462890625
time:  380.400634765625
time:  379.4790344238281
time:  378.9465637207031
time:  380.0135803222656
time:  380.3135986328125
time:  381.1389465332031
time:  380.3607177734375
time:  379.8681640625
time:  380.1773986816406
time:  379.3816833496094
time:  379.8067321777344
time:  378.9066162109375
time:  379.4073486328125
time:  380.54705810546875
time:  378.57891845703125
time:  379.2640075683594
time:  379.5199890136719
time:  379.1933288574219
time:  379.9203796386719
time:  380.2685546875
time:  378.7959899902344
time:  379.1800231933594
time:  379.4278259277344
time:  378.6588134765625
time:  379.03155517578125
time:  379.0428161621094
time:  378.3004150390625
time:  379.99615478515625
time:  379.3223571777344
time:  377.5027160644531
time:  379.11346435546875
time:  378.6792907714844
time:  378.8687438964844
time:  378.6485900878906
time:  378.2881164550781
time:  379.0694274902344
time:  377.95635986328125
time:  379.1943359375
time:  378.38848876953125
time:  378.17242431640625
time:  379.5630187988281
time:  377.9020690917969
time:  378.1365661621094
time:  377.9891052246094
time:  378.4765319824219
time:  377.7228698730469
time:  378.6895446777344
time:  376.8934326171875
time:  377.82421875
time:  377.4422912597656
time:  377.7372131347656
time:  378.37310791015625
time:  377.90411376953125
time:  377.2590026855469
time:  378.1048278808594
time:  377.4433288574219
time:  378.998779296875
time:  376.8668212890625
time:  377.59796142578125
time:  378.1560363769531
time:  377.9164123535156
time:  376.8586120605469
time:  377.280517578125
time:  377.840576171875
time:  378.0474853515625
time:  376.3947448730469
time:  377.2692565917969
time:  377.9420166015625
time:  378.2615051269531
